Dpeth,Dpeth,Dpeth,Dpeth,Dpeth,Dpeth,Dpeth,Dpeth
0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272
0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544
0.8160000000000001,0.8160000000000001,0.8160000000000001,0.8160000000000001,0.8160000000000001,0.8160000000000001,0.8160000000000001,0.8160000000000001
1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088
1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
1.632,1.632,1.632,1.632,1.632,1.632,1.632,1.632
1.904,1.904,1.904,1.904,1.904,1.904,1.904,1.904
2.176,2.176,2.176,2.176,2.176,2.176,2.176,2.176
2.4480000000000004,2.4480000000000004,2.4480000000000004,2.4480000000000004,2.4480000000000004,2.4480000000000004,2.4480000000000004,2.4480000000000004
2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72
2.992,2.992,2.992,2.992,2.992,2.992,2.992,2.992
3.264,3.264,3.264,3.264,3.264,3.264,3.264,3.264
3.5360000000000005,3.5360000000000005,3.5360000000000005,3.5360000000000005,3.5360000000000005,3.5360000000000005,3.5360000000000005,3.5360000000000005
3.808,3.808,3.808,3.808,3.808,3.808,3.808,3.808
4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08
4.352,4.352,4.352,4.352,4.352,4.352,4.352,4.352
4.6240000000000006,4.6240000000000006,4.6240000000000006,4.6240000000000006,4.6240000000000006,4.6240000000000006,4.6240000000000006,4.6240000000000006
4.896000000000001,4.896000000000001,4.896000000000001,4.896000000000001,4.896000000000001,4.896000000000001,4.896000000000001,4.896000000000001
5.168,5.168,5.168,5.168,5.168,5.168,5.168,5.168
5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44
5.712,5.712,5.712,5.712,5.712,5.712,5.712,5.712
5.984,5.984,5.984,5.984,5.984,5.984,5.984,5.984
6.256,6.256,6.256,6.256,6.256,6.256,6.256,6.256
6.5280000000000005,6.5280000000000005,6.5280000000000005,6.5280000000000005,6.5280000000000005,6.5280000000000005,6.5280000000000005,6.5280000000000005
6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001
7.072000000000001,7.072000000000001,7.072000000000001,7.072000000000001,7.072000000000001,7.072000000000001,7.072000000000001,7.072000000000001
7.344,7.344,7.344,7.344,7.344,7.344,7.344,7.344
7.616,7.616,7.616,7.616,7.616,7.616,7.616,7.616
7.888000000000001,7.888000000000001,7.888000000000001,7.888000000000001,7.888000000000001,7.888000000000001,7.888000000000001,7.888000000000001
8.16,8.16,8.16,8.16,8.16,8.16,8.16,8.16
8.432,8.432,8.432,8.432,8.432,8.432,8.432,8.432
8.704,8.704,8.704,8.704,8.704,8.704,8.704,8.704
8.976,8.976,8.976,8.976,8.976,8.976,8.976,8.976
9.248,9.248,9.248,9.248,9.248,9.248,9.248,9.248
9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52
9.792000000000002,9.792000000000002,9.792000000000002,9.792000000000002,9.792000000000002,9.792000000000002,9.792000000000002,9.792000000000002
10.064000000000002,10.064000000000002,10.064000000000002,10.064000000000002,10.064000000000002,10.064000000000002,10.064000000000002,10.064000000000002
10.336,10.336,10.336,10.336,10.336,10.336,10.336,10.336
10.608,10.608,10.608,10.608,10.608,10.608,10.608,10.608
0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272
0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544
0.8160000000000001,0.8160000000000001,0.8160000000000001,0.8160000000000001,0.8160000000000001,0.8160000000000001,0.8160000000000001,0.8160000000000001
1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088
1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
1.632,1.632,1.632,1.632,1.632,1.632,1.632,1.632
1.904,1.904,1.904,1.904,1.904,1.904,1.904,1.904
2.176,2.176,2.176,2.176,2.176,2.176,2.176,2.176
2.4480000000000004,2.4480000000000004,2.4480000000000004,2.4480000000000004,2.4480000000000004,2.4480000000000004,2.4480000000000004,2.4480000000000004
2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72
2.992,2.992,2.992,2.992,2.992,2.992,2.992,2.992
3.264,3.264,3.264,3.264,3.264,3.264,3.264,3.264
3.5360000000000005,3.5360000000000005,3.5360000000000005,3.5360000000000005,3.5360000000000005,3.5360000000000005,3.5360000000000005,3.5360000000000005
3.808,3.808,3.808,3.808,3.808,3.808,3.808,3.808
4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08
4.352,4.352,4.352,4.352,4.352,4.352,4.352,4.352
4.6240000000000006,4.6240000000000006,4.6240000000000006,4.6240000000000006,4.6240000000000006,4.6240000000000006,4.6240000000000006,4.6240000000000006
4.896000000000001,4.896000000000001,4.896000000000001,4.896000000000001,4.896000000000001,4.896000000000001,4.896000000000001,4.896000000000001
5.168,5.168,5.168,5.168,5.168,5.168,5.168,5.168
5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44
5.712,5.712,5.712,5.712,5.712,5.712,5.712,5.712
5.984,5.984,5.984,5.984,5.984,5.984,5.984,5.984
6.256,6.256,6.256,6.256,6.256,6.256,6.256,6.256
6.5280000000000005,6.5280000000000005,6.5280000000000005,6.5280000000000005,6.5280000000000005,6.5280000000000005,6.5280000000000005,6.5280000000000005
6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001
7.072000000000001,7.072000000000001,7.072000000000001,7.072000000000001,7.072000000000001,7.072000000000001,7.072000000000001,7.072000000000001
7.344,7.344,7.344,7.344,7.344,7.344,7.344,7.344
7.616,7.616,7.616,7.616,7.616,7.616,7.616,7.616
7.888000000000001,7.888000000000001,7.888000000000001,7.888000000000001,7.888000000000001,7.888000000000001,7.888000000000001,7.888000000000001
8.16,8.16,8.16,8.16,8.16,8.16,8.16,8.16
8.432,8.432,8.432,8.432,8.432,8.432,8.432,8.432
8.704,8.704,8.704,8.704,8.704,8.704,8.704,8.704
8.976,8.976,8.976,8.976,8.976,8.976,8.976,8.976
9.248,9.248,9.248,9.248,9.248,9.248,9.248,9.248
9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52
9.792000000000002,9.792000000000002,9.792000000000002,9.792000000000002,9.792000000000002,9.792000000000002,9.792000000000002,9.792000000000002
10.064000000000002,10.064000000000002,10.064000000000002,10.064000000000002,10.064000000000002,10.064000000000002,10.064000000000002,10.064000000000002
10.336,10.336,10.336,10.336,10.336,10.336,10.336,10.336
10.608,10.608,10.608,10.608,10.608,10.608,10.608,10.608
0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272
0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544
0.8160000000000001,0.8160000000000001,0.8160000000000001,0.8160000000000001,0.8160000000000001,0.8160000000000001,0.8160000000000001,0.8160000000000001
1.088,1.088,1.088,1.088,1.088,1.088,1.088,1.088
1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
1.632,1.632,1.632,1.632,1.632,1.632,1.632,1.632
1.904,1.904,1.904,1.904,1.904,1.904,1.904,1.904
2.176,2.176,2.176,2.176,2.176,2.176,2.176,2.176
2.4480000000000004,2.4480000000000004,2.4480000000000004,2.4480000000000004,2.4480000000000004,2.4480000000000004,2.4480000000000004,2.4480000000000004
2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72
2.992,2.992,2.992,2.992,2.992,2.992,2.992,2.992
3.264,3.264,3.264,3.264,3.264,3.264,3.264,3.264
3.5360000000000005,3.5360000000000005,3.5360000000000005,3.5360000000000005,3.5360000000000005,3.5360000000000005,3.5360000000000005,3.5360000000000005
3.808,3.808,3.808,3.808,3.808,3.808,3.808,3.808
4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08
4.352,4.352,4.352,4.352,4.352,4.352,4.352,4.352
4.6240000000000006,4.6240000000000006,4.6240000000000006,4.6240000000000006,4.6240000000000006,4.6240000000000006,4.6240000000000006,4.6240000000000006
4.896000000000001,4.896000000000001,4.896000000000001,4.896000000000001,4.896000000000001,4.896000000000001,4.896000000000001,4.896000000000001
5.168,5.168,5.168,5.168,5.168,5.168,5.168,5.168
5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44
5.712,5.712,5.712,5.712,5.712,5.712,5.712,5.712
5.984,5.984,5.984,5.984,5.984,5.984,5.984,5.984
6.256,6.256,6.256,6.256,6.256,6.256,6.256,6.256
6.5280000000000005,6.5280000000000005,6.5280000000000005,6.5280000000000005,6.5280000000000005,6.5280000000000005,6.5280000000000005,6.5280000000000005
6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001
7.072000000000001,7.072000000000001,7.072000000000001,7.072000000000001,7.072000000000001,7.072000000000001,7.072000000000001,7.072000000000001
7.344,7.344,7.344,7.344,7.344,7.344,7.344,7.344
7.616,7.616,7.616,7.616,7.616,7.616,7.616,7.616
7.888000000000001,7.888000000000001,7.888000000000001,7.888000000000001,7.888000000000001,7.888000000000001,7.888000000000001,7.888000000000001
8.16,8.16,8.16,8.16,8.16,8.16,8.16,8.16
8.432,8.432,8.432,8.432,8.432,8.432,8.432,8.432
8.704,8.704,8.704,8.704,8.704,8.704,8.704,8.704
8.976,8.976,8.976,8.976,8.976,8.976,8.976,8.976
9.248,9.248,9.248,9.248,9.248,9.248,9.248,9.248
