time,time,time,time,time,time,time,time
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
727.0,727.0,727.0,727.0,727.0,727.0,727.0,727.0
847.0,847.0,847.0,847.0,847.0,847.0,847.0,847.0
847.0,847.0,847.0,847.0,847.0,847.0,847.0,847.0
847.0,847.0,847.0,847.0,847.0,847.0,847.0,847.0
847.0,847.0,847.0,847.0,847.0,847.0,847.0,847.0
847.0,847.0,847.0,847.0,847.0,847.0,847.0,847.0
847.0,847.0,847.0,847.0,847.0,847.0,847.0,847.0
847.0,847.0,847.0,847.0,847.0,847.0,847.0,847.0
847.0,847.0,847.0,847.0,847.0,847.0,847.0,847.0
